FETION_FLAG,MOBMAIL_FLAG,MOBNEWS_FLAG,TIMENEWS_FLAG,CR_FLAG,WIRELESS_ADV_USR_FLAG,WIRELESS_MUS_FLAG,CR_BOX_FLAG,PIM_FLAG,SMSRTN_FLAG,HOTEL_PREORD_CALL_FLAG,AER_PREORD_FLAG,MO_CALL_12580_FLAG,MOBPAY_FLAG,MOBDOWN_FLAG,mms_flag,gprs_flag,quanqu_down_flag,khbm
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,13675
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13680
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13689
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13701
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13711
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13717
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,13732
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13745
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13749
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13791
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13802
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13807
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13816
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13821
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13833
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13842
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13845
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,13857
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13858
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13859
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13879
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13882
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13883
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13902
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13908
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13921
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13937
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13941
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13949
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13956
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,13974
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,13977
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13982
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13990
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,14000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14034
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14040
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14047
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14055
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,14056
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14061
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14069
0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,14072
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14080
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,14096
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,14129
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14130
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14140
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14157
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14192
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14213
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14225
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,14232
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14240
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14252
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14261
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14265
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,14295
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14298
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,14304
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14320
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14321
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14325
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14331
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,14336
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14346
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14368
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14378
0,0,0,0,0,0,0,0,0,0,,,,,,0,1,0,14387
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14395
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14403
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14415
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,14427
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,14435
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14451
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14455
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14460
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14472
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14491
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14492
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14496
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14500
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,14505
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14512
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,14517
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,14520
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14524
0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,14544
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14545
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14547
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14580
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14593
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14597
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14598
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14629
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14630
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14643
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14646
0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,14651
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14660
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14671
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14692
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14719
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14722
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14738
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14764
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,14766
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14798
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14808
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14809
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,14821
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14822
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14826
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14833
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,14835
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14860
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,14863
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14869
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14873
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14876
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14879
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14906
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14908
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,14909
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14912
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14930
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14932
0,0,0,0,0,0,0,0,0,0,,,,,,0,1,0,14933
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14949
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14970
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14983
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14988
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15005
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15015
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15027
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15034
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15052
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15053
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15059
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15072
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15112
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15121
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15143
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15162
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15173
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,15174
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15185
0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,15195
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15204
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15237
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15245
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15248
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15264
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15268
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15274
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,15282
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15285
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15308
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,15313
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15321
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15323
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15344
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15355
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15358
0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,15367
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15381
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,15397
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15405
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15414
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15417
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15424
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15435
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15476
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15478
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15485
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15503
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15530
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15532
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15534
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15555
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15564
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15570
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15602
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15603
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15610
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15616
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15624
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15654
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15673
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15680
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15686
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,15689
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15690
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15706
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15734
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15750
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15769
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15778
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15781
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15797
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15812
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15815
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15828
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15829
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15834
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15836
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15843
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15847
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,15859
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15871
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15872
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15895
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15898
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15900
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15905
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15939
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,15946
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15961
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15963
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,15993
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15995
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16004
0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,16007
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16035
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16042
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,16048
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16064
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16069
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16084
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16090
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16095
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16133
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16138
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,16144
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16149
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16150
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16155
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16206
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16212
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16222
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,16254
0,0,0,0,0,0,0,0,0,0,,,,,,0,1,0,16262
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16269
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16292
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16302
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16315
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16317
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16319
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16323
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16324
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16327
0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,16351
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16355
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16363
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16364
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16367
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16368
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16385
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16386
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16403
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,16408
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16412
0,0,0,0,1,0,0,0,0,0,,,,,,0,0,0,16440
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16443
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16450
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16453
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16457
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16463
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16494
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16532
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16534
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16535
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16564
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16569
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16571
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16573
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,16584
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16589
0,0,0,0,1,0,0,0,0,0,,,,,,0,1,0,16606
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16614
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16632
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16644
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16645
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16646
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,16666
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,16672
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16682
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16700
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16711
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16717
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16723
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16730
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16745
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16749
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16750
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16751
0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,16761
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16800
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16803
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,16810
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16811
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16832
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16840
0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,16844
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16847
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16870
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16874
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16877
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16915
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16922
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,16923
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16930
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16938
0,0,0,0,1,0,0,0,0,0,,,,,,0,1,0,16947
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16953
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16962
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16980
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16998
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17000
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,17031
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17033
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17034
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17041
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17043
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17056
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17107
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17108
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,17112
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17118
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,17127
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,17144
0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,17157
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17159
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17165
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17182
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17204
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,17228
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,17231
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17233
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17238
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,17250
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17289
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17305
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17332
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17335
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17339
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17349
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17350
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17379
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,17381
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17399
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,17422
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17442
